type,threadCount,insertCount,time,treshold
ConcurrentHashTable,12,10000000,0.166507,0
ConcurrentHashTable,12,11000000,0.180746,0
ConcurrentHashTable,12,12000000,0.196978,0
LockCoupling,12,1000000,0.51952,0
LockCoupling,12,2000000,0.29189,0
LockCoupling,12,3000000,0.433784,0
LockCoupling,12,4000000,0.569766,0
LockCoupling,12,5000000,0.710314,0
LockCoupling,12,6000000,0.844872,0
LockCoupling,12,7000000,0.99865,0
LockCoupling,12,8000000,1.12652,0
LockCoupling,12,9000000,1.26728,0
LockCoupling,12,10000000,1.39993,0
LockCoupling,12,11000000,1.54411,0
LockCoupling,12,12000000,1.6791,0
LockCounter,1,1000000,0.020679,0
LockCounter,2,2000000,0.0866458,0
LockCounter,3,3000000,0.132243,0
LockCounter,4,4000000,0.223315,0
LockCounter,5,5000000,0.31862,0
LockCounter,6,6000000,0.421399,0
LockCounter,7,7000000,0.541062,0
LockCounter,8,8000000,0.683688,0
LockCounter,9,9000000,0.771935,0
LockCounter,10,10000000,0.891624,0
LockCounter,11,11000000,0.992488,0
LockCounter,12,12000000,1.06539,0
ApproximateCounter,1,1000000,0.0231259,1024
ApproximateCounter,2,2000000,0.175506,1024
ApproximateCounter,3,3000000,0.272365,1024
ApproximateCounter,4,4000000,0.311322,1024
ApproximateCounter,5,5000000,0.32554,1024
ApproximateCounter,6,6000000,0.335889,1024
ApproximateCounter,7,7000000,0.364093,1024
ApproximateCounter,8,8000000,0.355862,1024
ApproximateCounter,9,9000000,0.384606,1024
ApproximateCounter,10,10000000,0.412839,1024
ApproximateCounter,11,11000000,0.427062,1024
ApproximateCounter,12,12000000,0.441963,1024
ApproximateCounter,12,12000000,1.30234,2
ApproximateCounter,12,12000000,0.906713,4
ApproximateCounter,12,12000000,0.634825,8
ApproximateCounter,12,12000000,0.479703,16
ApproximateCounter,12,12000000,0.418231,32
ApproximateCounter,12,12000000,0.456379,64
ApproximateCounter,12,12000000,0.424349,128
ApproximateCounter,12,12000000,0.439104,256
ApproximateCounter,12,12000000,0.443842,512
ApproximateCounter,12,12000000,0.445533,1024
ApproximateCounter,12,12000000,0.440408,2048
ApproximateCounter,12,12000000,0.424307,4096
ApproximateCounter,12,12000000,0.452112,8192
ApproximateCounter,12,12000000,0.449143,16384
ApproximateCounter,12,12000000,0.447732,32768
ApproximateCounter,12,12000000,0.425416,65536
ApproximateCounter,12,12000000,0.444367,131072
ApproximateCounter,12,12000000,0.438984,262144
ApproximateCounter,12,12000000,0.446825,524288
ApproximateCounter,12,12000000,0.444601,1048576
ApproximateCounter,12,12000000,0.439946,2097152
ApproximateCounter,12,12000000,0.444608,4194304
ApproximateCounter,12,12000000,0.441706,8388608
ApproximateCounter,12,12000000,0.440856,16777216
ApproximateCounter,12,12000000,0.42384,33554432
ApproximateCounter,12,12000000,0.447324,67108864
ApproximateCounter,12,12000000,0.448881,134217728
ApproximateCounter,12,12000000,0.438365,268435456
ApproximateCounter,12,12000000,0.431048,536870912
ApproximateCounter,12,12000000,0.442196,1073741824
ConcurrentQueue,12,1000000,0.26522,0
ConcurrentQueue,12,2000000,0.387247,0
ConcurrentQueue,12,3000000,0.563634,0
ConcurrentQueue,12,4000000,0.743156,0
ConcurrentQueue,12,5000000,0.932362,0
ConcurrentQueue,12,6000000,1.11195,0
ConcurrentQueue,12,7000000,1.29533,0
ConcurrentQueue,12,8000000,1.48562,0
ConcurrentQueue,12,9000000,1.66291,0
ConcurrentQueue,12,10000000,1.84889,0
ConcurrentQueue,12,11000000,2.0337,0
ConcurrentQueue,12,12000000,2.2122,0
ConcurrentHashTable,12,1000000,0.013155,0
ConcurrentHashTable,12,2000000,0.027848,0
ConcurrentHashTable,12,3000000,0.0482359,0
ConcurrentHashTable,12,4000000,0.0665491,0
ConcurrentHashTable,12,5000000,0.0808399,0
ConcurrentHashTable,12,6000000,0.097656,0
ConcurrentHashTable,12,7000000,0.112943,0
ConcurrentHashTable,12,8000000,0.131346,0
ConcurrentHashTable,12,9000000,0.149785,0
ConcurrentHashTable,12,10000000,0.16448,0
ConcurrentHashTable,12,11000000,0.191833,0
ConcurrentHashTable,12,12000000,0.19553,0
LockCoupling,12,1000000,0.156868,0
LockCoupling,12,2000000,0.29273,0
LockCoupling,12,3000000,0.434278,0
LockCoupling,12,4000000,0.568403,0
LockCoupling,12,5000000,0.709017,0
LockCoupling,12,6000000,0.987399,0
LockCoupling,12,7000000,1.21818,0
LockCoupling,12,8000000,1.12153,0
LockCoupling,12,9000000,1.26402,0
LockCoupling,12,10000000,1.39655,0
LockCoupling,12,11000000,1.54524,0
LockCoupling,12,12000000,1.67293,0
LockCounter,1,1000000,0.020951,0
LockCounter,2,2000000,0.085489,0
LockCounter,3,3000000,0.128847,0
LockCounter,4,4000000,0.222445,0
LockCounter,5,5000000,0.313215,0
LockCounter,6,6000000,0.421392,0
LockCounter,7,7000000,0.561688,0
LockCounter,8,8000000,0.67402,0
LockCounter,9,9000000,0.806957,0
LockCounter,10,10000000,0.90342,0
LockCounter,11,11000000,0.96692,0
LockCounter,12,12000000,1.06399,0
ApproximateCounter,1,1000000,0.02281,1024
ApproximateCounter,2,2000000,0.195176,1024
ApproximateCounter,3,3000000,0.256318,1024
ApproximateCounter,4,4000000,0.308949,1024
ApproximateCounter,5,5000000,0.332817,1024
ApproximateCounter,6,6000000,0.329537,1024
ApproximateCounter,7,7000000,0.351029,1024
ApproximateCounter,8,8000000,0.378122,1024
ApproximateCounter,9,9000000,0.395017,1024
ApproximateCounter,10,10000000,0.41584,1024
ApproximateCounter,11,11000000,0.428105,1024
ApproximateCounter,12,12000000,0.443566,1024
ApproximateCounter,12,12000000,1.3052,2
ApproximateCounter,12,12000000,0.90561,4
ApproximateCounter,12,12000000,0.628677,8
ApproximateCounter,12,12000000,0.492301,16
ApproximateCounter,12,12000000,0.421972,32
ApproximateCounter,12,12000000,0.448148,64
ApproximateCounter,12,12000000,0.450025,128
ApproximateCounter,12,12000000,0.43812,256
ApproximateCounter,12,12000000,0.443395,512
ApproximateCounter,12,12000000,0.450126,1024
ApproximateCounter,12,12000000,0.443592,2048
ApproximateCounter,12,12000000,0.450287,4096
ApproximateCounter,12,12000000,0.429455,8192
ApproximateCounter,12,12000000,0.438337,16384
ApproximateCounter,12,12000000,0.437758,32768
ApproximateCounter,12,12000000,0.448063,65536
ApproximateCounter,12,12000000,0.424612,131072
ApproximateCounter,12,12000000,0.44362,262144
ApproximateCounter,12,12000000,0.451843,524288
ApproximateCounter,12,12000000,0.445362,1048576
ApproximateCounter,12,12000000,0.446728,2097152
ApproximateCounter,12,12000000,0.441563,4194304
ApproximateCounter,12,12000000,0.441469,8388608
ApproximateCounter,12,12000000,0.441631,16777216
ApproximateCounter,12,12000000,0.449632,33554432
ApproximateCounter,12,12000000,0.433749,67108864
ApproximateCounter,12,12000000,0.442677,134217728
ApproximateCounter,12,12000000,0.446462,268435456
ApproximateCounter,12,12000000,0.442786,536870912
ApproximateCounter,12,12000000,0.448954,1073741824
ConcurrentQueue,12,1000000,0.269096,0
ConcurrentQueue,12,2000000,0.386702,0
ConcurrentQueue,12,3000000,0.563416,0
ConcurrentQueue,12,4000000,0.743829,0
ConcurrentQueue,12,5000000,0.931042,0
ConcurrentQueue,12,6000000,1.11098,0
ConcurrentQueue,12,7000000,1.29557,0
ConcurrentQueue,12,8000000,1.48438,0
ConcurrentQueue,12,9000000,1.66794,0
ConcurrentQueue,12,10000000,1.84888,0
ConcurrentQueue,12,11000000,2.03864,0
ConcurrentQueue,12,12000000,2.21559,0
ConcurrentHashTable,12,1000000,0.0137661,0
ConcurrentHashTable,12,2000000,0.029563,0
ConcurrentHashTable,12,3000000,0.047163,0
ConcurrentHashTable,12,4000000,0.0797729,0
ConcurrentHashTable,12,5000000,0.081388,0
ConcurrentHashTable,12,6000000,0.098249,0
ConcurrentHashTable,12,7000000,0.114184,0
ConcurrentHashTable,12,8000000,0.129582,0
ConcurrentHashTable,12,9000000,0.145967,0
ConcurrentHashTable,12,10000000,0.162804,0
ConcurrentHashTable,12,11000000,0.179332,0
ConcurrentHashTable,12,12000000,0.200002,0
LockCoupling,12,1000000,0.155362,0
LockCoupling,12,2000000,0.29343,0
LockCoupling,12,3000000,0.435433,0
LockCoupling,12,4000000,0.568553,0
LockCoupling,12,5000000,0.709854,0
LockCoupling,12,6000000,0.97395,0
LockCoupling,12,7000000,1.21285,0
LockCoupling,12,8000000,1.13002,0
LockCoupling,12,9000000,1.26787,0
LockCoupling,12,10000000,1.4048,0
LockCoupling,12,11000000,1.54842,0
LockCoupling,12,12000000,1.68116,0
LockCounter,1,1000000,0.020668,0
LockCounter,2,2000000,0.0864809,0
LockCounter,3,3000000,0.130649,0
LockCounter,4,4000000,0.222061,0
LockCounter,5,5000000,0.315797,0
LockCounter,6,6000000,0.416693,0
LockCounter,7,7000000,0.562959,0
LockCounter,8,8000000,0.664334,0
LockCounter,9,9000000,0.821041,0
LockCounter,10,10000000,0.875524,0
LockCounter,11,11000000,0.963282,0
LockCounter,12,12000000,1.0672,0
ApproximateCounter,1,1000000,0.023397,1024
ApproximateCounter,2,2000000,0.173108,1024
ApproximateCounter,3,3000000,0.250188,1024
ApproximateCounter,4,4000000,0.303752,1024
ApproximateCounter,5,5000000,0.326368,1024
ApproximateCounter,6,6000000,0.33783,1024
ApproximateCounter,7,7000000,0.364783,1024
ApproximateCounter,8,8000000,0.37281,1024
ApproximateCounter,9,9000000,0.385613,1024
ApproximateCounter,10,10000000,0.407779,1024
ApproximateCounter,11,11000000,0.411379,1024
ApproximateCounter,12,12000000,0.438244,1024
ApproximateCounter,12,12000000,1.30402,2
ApproximateCounter,12,12000000,0.906001,4
ApproximateCounter,12,12000000,0.624869,8
ApproximateCounter,12,12000000,0.491445,16
ApproximateCounter,12,12000000,0.46343,32
ApproximateCounter,12,12000000,0.457649,64
ApproximateCounter,12,12000000,0.450326,128
ApproximateCounter,12,12000000,0.42906,256
ApproximateCounter,12,12000000,0.445032,512
ApproximateCounter,12,12000000,0.444136,1024
ApproximateCounter,12,12000000,0.440349,2048
ApproximateCounter,12,12000000,0.434951,4096
ApproximateCounter,12,12000000,0.454747,8192
ApproximateCounter,12,12000000,0.448284,16384
ApproximateCounter,12,12000000,0.450555,32768
ApproximateCounter,12,12000000,0.451425,65536
ApproximateCounter,12,12000000,0.466401,131072
ApproximateCounter,12,12000000,0.444611,262144
ApproximateCounter,12,12000000,0.445686,524288
ApproximateCounter,12,12000000,0.446674,1048576
ApproximateCounter,12,12000000,0.451666,2097152
ApproximateCounter,12,12000000,0.448832,4194304
ApproximateCounter,12,12000000,0.426653,8388608
ApproximateCounter,12,12000000,0.443041,16777216
ApproximateCounter,12,12000000,0.458624,33554432
ApproximateCounter,12,12000000,0.436457,67108864
ApproximateCounter,12,12000000,0.461641,134217728
ApproximateCounter,12,12000000,0.445005,268435456
ApproximateCounter,12,12000000,0.410811,536870912
ApproximateCounter,12,12000000,0.436359,1073741824
ConcurrentQueue,12,1000000,0.268641,0
ConcurrentQueue,12,2000000,0.397202,0
ConcurrentQueue,12,3000000,0.581431,0
ConcurrentQueue,12,4000000,0.76587,0
ConcurrentQueue,12,5000000,0.960651,0
ConcurrentQueue,12,6000000,1.14419,0
ConcurrentQueue,12,7000000,1.30133,0
ConcurrentQueue,12,8000000,1.52182,0
ConcurrentQueue,12,9000000,1.70963,0
ConcurrentQueue,12,10000000,1.90595,0
ConcurrentQueue,12,11000000,2.09758,0
ConcurrentQueue,12,12000000,2.27267,0
ConcurrentHashTable,12,1000000,0.016228,0
ConcurrentHashTable,12,2000000,0.0307579,0
ConcurrentHashTable,12,3000000,0.0513551,0
ConcurrentHashTable,12,4000000,0.070189,0
ConcurrentHashTable,12,5000000,0.089185,0
ConcurrentHashTable,12,6000000,0.114159,0
ConcurrentHashTable,12,7000000,0.137799,0
ConcurrentHashTable,12,8000000,0.151541,0
ConcurrentHashTable,12,9000000,0.16671,0
ConcurrentHashTable,12,10000000,0.168937,0
ConcurrentHashTable,12,11000000,0.182635,0
ConcurrentHashTable,12,12000000,0.21042,0
LockCoupling,12,1000000,0.155031,0
LockCoupling,12,2000000,0.295147,0
LockCoupling,12,3000000,0.436625,0
LockCoupling,12,4000000,0.569724,0
LockCoupling,12,5000000,0.713963,0
LockCoupling,12,6000000,1.02015,0
LockCoupling,12,7000000,1.12774,0
LockCoupling,12,8000000,1.12968,0
LockCoupling,12,9000000,1.27284,0
LockCoupling,12,10000000,1.40784,0
LockCoupling,12,11000000,1.54623,0
LockCoupling,12,12000000,1.68609,0
